ride_id,rideable_type,weekdays,duration,start_station_name,end_station_name,member_casual
4BE06CB33B037044,classic_bike,Tuesday,15.33326667,Columbus Ave & W 95 St,E 53 St & Madison Ave,member
26886E034974493B,classic_bike,Wednesday,5.309466664,2 Ave & E 96 St,1 Ave & E 110 St,member
24DC56060EBE6260,classic_bike,Friday,9.691799998,Columbia St & Rivington St,Grand St & Elizabeth St,member
EEDC1053582D02E5,classic_bike,Sunday,6.996183332,W 84 St & Columbus Ave,Columbus Ave & W 72 St,member
2CD4BD4CEE2E50A9,classic_bike,Friday,2.8495,Forsyth St & Broome St,Suffolk St & Stanton St,member
E18682F9A4E501BB,classic_bike,Sunday,25.52346667,Allen St & Hester St,Atlantic Ave & Furman St,member
B9B2E8960A71A284,classic_bike,Sunday,3.652083333,Lafayette St & Jersey St,Washington Pl & Broadway,member
DEF8F50495E64691,classic_bike,Sunday,38.25221666,28 Ave & 44 St,Broadway & Kosciuszko St,member
17D44DA993F32573,classic_bike,Thursday,38.46441667,Barrow St & Hudson St,Emerson Pl & Myrtle Ave,member
0FD113A309327E8C,classic_bike,Tuesday,6.521466664,Carlton Ave & Park Ave,Emerson Pl & Myrtle Ave,member
0CAFCDFBA1E07E4D,classic_bike,Wednesday,9.858949999,E 85 St & 3 Ave,E 74 St & 1 Ave,member
EB8C1AF7EAF030E4,classic_bike,Saturday,12.04031667,Front St & Jay St,DeKalb Ave & S Portland Ave,member
3739D0D0845CB50B,classic_bike,Sunday,17.79543333,Graham Ave & Conselyea St,McKibbin St & Manhattan Ave,member
A640FC1681D30B23,classic_bike,Thursday,18.31006667,E 17 St & Broadway,9 Ave & W 45 St,member
AD62A16C2908DA06,classic_bike,Tuesday,21.13925,Banker St & Meserole Ave,Clermont Ave & Park Ave,member
73A0EBFDC11F8B31,classic_bike,Wednesday,8.38975,W 52 St & 6 Ave,11 Ave & W 41 St,member
5B252A54009E3FCF,classic_bike,Monday,20.43646667,Stanton St & Mangin St,Pershing Square South,member
F7D8995A7A18BDAA,classic_bike,Tuesday,9.983133336,6 Ave & W 34 St,E 16 St & 5 Ave,member
263385BD16032AA9,classic_bike,Thursday,6.3256,Willoughby Ave & Hall St,DeKalb Ave & Hudson Ave,member
3F01F532D1451528,classic_bike,Thursday,6.112016666,Sullivan St & Washington Sq,Lafayette St & E 8 St,member
9F2DFE07FFA653C6,classic_bike,Thursday,3.271199997,Madison St & Clinton St,Norfolk St & Broome St,member
CB7C76F1C5E7908B,classic_bike,Wednesday,17.02501667,3 St & Prospect Park West,Park Pl & Vanderbilt Ave,member
47AEFC3E3D1E0842,classic_bike,Thursday,18.28973333,Douglass St & 3 Ave,West Drive & Prospect Park West,member
FC6C06BA1B08B68E,classic_bike,Friday,7.373533336,Jay St & Tech Pl,Washington Park,member
C528D95C2515EBD6,classic_bike,Thursday,7.712416669,5 Ave & E 29 St,W 13 St & 7 Ave,member
E79B61FE54574929,classic_bike,Tuesday,20.1495,Pershing Square North,Bank St & Hudson St,member
7F382C4574535690,classic_bike,Wednesday,4.03766667,E 20 St & FDR Drive,E 23 St & 1 Ave,member
